sentence,source,recognitionTarget,jmdictId
佐藤選手がゴールを決めたとき、観客は絶叫した。,N1 2024-12 言語知識 問題1,絶叫,
背後から物音が聞こえた。,N1 2024-12 言語知識 問題1,背後,
将来の抱負を述べる。,N1 2024-12 言語知識 問題1,抱負,
人を侮ってはいけない。,N1 2024-12 言語知識 問題1,侮って,
相手がわかるように、筋道を立てて説明した。,N1 2024-12 言語知識 問題1,筋道,
その小説の主人公は、奔放な性格をしている。,N1 2024-12 言語知識 問題1,奔放,
その生物は、厳しい環境に適応できる能力を持っている。,N1 2024-12 言語知識 問題2,適応,
店の売り上げを五年で二倍にするという目標を掲げて、みんなで努力している。,N1 2024-12 言語知識 問題2,掲げて,
新しい市長は前市長の政策を踏襲し、駅前の開発を進めると述べた。,N1 2024-12 言語知識 問題2,踏襲,
台風で電車の到着が大幅に遅れたため、駅でしばらく足止めされた。,N1 2024-12 言語知識 問題2,足止め,
今日は試合で一日中走り続けたので、疲れてへとへとになった。,N1 2024-12 言語知識 問題2,へとへと,
工場の誘致について、市長が丁寧に説明し、住民の不安の払拭に努めた。,N1 2024-12 言語知識 問題2,払拭,
階段でつまずいて転びそうになったので、とっさに隣にいた友人の腕をつかんだ。,N1 2024-12 言語知識 問題2,とっさに,
社長は小林部長の手腕を高く評価しているようだ。,N1 2024-12 言語知識 問題3,手腕,
社長は小林部長の能力を高く評価しているようだ。,N1 2024-12 言語知識 問題3,能力,1470370
時間をロスしてしまった。,N1 2024-12 言語知識 問題3,ロスして,
時間を無駄にしてしまった。,N1 2024-12 言語知識 問題3,無駄にして,
確認がおろそかになっていた。,N1 2024-12 言語知識 問題3,おろそかに,
確認がいいかげんなっていた。,N1 2024-12 言語知識 問題3,いいかげん,
私たちのチームの目下の目標は、市の大会で優勝することだ。,N1 2024-12 言語知識 問題3,目下,1535330
私たちのチームの今の目標は、市の大会で優勝することだ。,N1 2024-12 言語知識 問題3,今,1288850
経費を考慮したうえで、古いアパートの改修工事を請け負うことにした。,N1 2024-12 言語知識 問題3,請け負う,
経費を考慮したうえで、古いアパートの改修工事を引き受けることにした。,N1 2024-12 言語知識 問題3,引き受ける,
先生に本を進呈しました。,N1 2024-12 言語知識 問題3,進呈しました,
先生に本を差し上げました。,N1 2024-12 言語知識 問題3,差し上げました,
このお店では、余った木材を加工した商品を販売している。,N1 2024-12 言語知識 問題4,加工,
会社を経営しながら3人の子どもを養っている。,N1 2024-12 言語知識 問題4,養って,
森さんは身体能力が高く、陸上選手としての資質に恵まれている。,N1 2024-12 言語知識 問題4,資質,
その画家は、若いころには正当な評価を受けていなかった。,N1 2024-12 言語知識 問題4,正当,
その小説のストーリーはありきたりで、つまらなかった。,N1 2024-12 言語知識 問題4,ありきたり,
木村さんとは中学からずっと同じクラスだが、それほど親しい間柄ではない。,N1 2024-12 言語知識 問題4,間柄,
